23,32
23,33
23,34
23,35
23,36
23,37
24,30
24,31
24,32
24,33
24,34
24,35
24,36
24,37
24,38
25,30
25,31
25,32
25,33
25,34
25,35
25,36
25,37
25,38
25,39
26,29
26,30
26,31
26,32
26,33
26,34
26,35
26,36
26,37
26,38
26,39
27,29
27,30
27,31
27,32
27,33
27,34
27,35
27,36
27,37
27,38
27,39
27,40
28,28
28,29
28,30
28,31
28,32
28,33
28,34
28,35
28,36
28,37
28,38
28,39
28,40
29,27
29,28
29,29
29,30
29,31
29,32
29,33
29,34
29,35
29,36
29,37
29,38
29,39
29,40
30,27
30,28
30,29
30,30
30,31
30,32
30,33
30,34
30,35
30,36
30,37
30,38
30,39
30,40
31,27
31,28
31,29
31,30
31,31
31,32
31,33
31,34
31,35
31,36
31,37
31,38
31,39
31,40
32,28
32,29
32,30
32,31
32,32
32,33
32,34
32,35
32,36
32,37
32,38
32,39
33,28
33,29
33,30
33,31
33,32
33,33
33,34
33,35
33,36
33,37
34,29
34,30
34,31
34,32
34,33
34,34
34,35
34,36
35,30
35,31
35,32
35,33
35,34
