10, 12, 22
18, 7, 22
17, 8, 22
15, 9, 28
20, 6, 22
19, 7, 22
13, 10, 28
10, 11, 22
11, 10, 22
23, 5, 23
21, 6, 22
11, 9, 22
12, 8, 22
12, 7, 22
13, 6, 22
13, 5, 22
22, 5, 22
21, 5, 22
20, 5, 22
19, 5, 22
18, 5, 22
17, 4, 22
16, 4, 22
15, 4, 22
14, 4, 22
11, 11, 21
10, 12, 21
22, 5, 27
13, 10, 21
12, 11, 21
16, 8, 21
15, 9, 21
14, 10, 21
18, 7, 21
17, 8, 21
20, 6, 21
19, 7, 21
9, 12, 21
10, 11, 21
11, 10, 21
21, 6, 21
11, 9, 21
12, 8, 21
16, 6, 26
16, 7, 27
16, 8, 28
12, 7, 21
13, 6, 21
13, 5, 21
23, 5, 21
22, 5, 21
21, 5, 21
20, 5, 21
19, 5, 21
18, 5, 21
17, 4, 21
16, 4, 21
15, 4, 21
14, 4, 21
11, 11, 20
10, 12, 20
13, 10, 20
12, 11, 20
16, 8, 20
15, 9, 20
14, 10, 20
18, 7, 20
17, 8, 20
9, 12, 20
10, 11, 20
20, 6, 20
19, 7, 20
21, 6, 20
10, 10, 20
11, 9, 20
11, 8, 20
12, 7, 20
12, 6, 20
13, 5, 20
23, 5, 20
22, 5, 20
21, 5, 20
20, 5, 20
19, 5, 20
18, 4, 20
17, 4, 20
16, 4, 20
15, 4, 20
14, 4, 20
13, 4, 20
11, 11, 19
10, 12, 19
13, 10, 19
12, 11, 19
15, 9, 19
14, 10, 19
8, 13, 19
9, 12, 19
18, 7, 19
17, 8, 19
16, 9, 19
20, 6, 19
19, 7, 19
10, 10, 19
21, 6, 19
11, 8, 19
12, 7, 19
13, 5, 19
21, 5, 27
18, 6, 27
18, 7, 28
23, 5, 19
22, 5, 19
21, 5, 19
20, 5, 19
19, 5, 19
18, 4, 19
17, 4, 19
16, 4, 19
15, 4, 19
14, 4, 19
15, 7, 27
15, 8, 28
15, 9, 29
11, 11, 18
10, 12, 18
13, 10, 18
12, 11, 18
15, 9, 18
14, 10, 18
13, 10, 29
18, 7, 18
17, 8, 18
16, 9, 18
9, 11, 19
10, 11, 18
20, 6, 18
19, 7, 18
21, 6, 18
10, 9, 19
11, 9, 18
12, 6, 19
13, 6, 18
13, 4, 19
23, 5, 18
22, 5, 18
21, 5, 18
20, 5, 18
19, 5, 18
18, 4, 18
17, 4, 18
16, 4, 18
9, 13, 18
11, 11, 17
13, 10, 17
12, 11, 17
15, 9, 17
14, 10, 17
9, 12, 18
10, 12, 17
18, 7, 17
17, 8, 17
16, 9, 17
20, 6, 17
19, 7, 17
10, 10, 18
11, 10, 17
21, 6, 17
12, 7, 18
13, 7, 17
20, 6, 28
13, 5, 18
17, 8, 29
23, 5, 17
22, 5, 17
21, 5, 17
20, 5, 17
19, 5, 17
15, 4, 18
15, 5, 17
13, 10, 16
12, 11, 16
15, 9, 16
14, 10, 16
8, 13, 18
18, 7, 16
17, 8, 16
16, 9, 16
10, 11, 17
11, 11, 16
20, 6, 16
19, 7, 16
21, 6, 16
11, 8, 18
12, 8, 17
13, 8, 16
13, 6, 17
14, 4, 18
14, 5, 17
14, 6, 16
23, 5, 16
22, 5, 16
21, 5, 16
20, 5, 16
19, 5, 16
18, 4, 17
18, 5, 16
13, 10, 15
12, 11, 15
15, 9, 15
14, 10, 15
17, 8, 15
16, 9, 15
10, 12, 16
20, 6, 15
19, 7, 15
21, 6, 15
19, 7, 29
11, 9, 17
12, 9, 16
13, 9, 15
13, 7, 16
14, 7, 15
14, 9, 29
17, 4, 17
17, 5, 16
17, 6, 15
23, 5, 15
22, 5, 15
15, 9, 14
14, 10, 14
18, 8, 15
18, 7, 14
17, 8, 14
16, 9, 14
19, 7, 14
11, 10, 16
11, 11, 15
12, 10, 15
12, 11, 14
13, 10, 14
13, 8, 15
13, 9, 14
14, 8, 14
16, 4, 17
16, 5, 16
16, 6, 15
16, 7, 14
15, 5, 16
15, 6, 15
15, 7, 14
21, 5, 15
21, 6, 14
15, 9, 13
14, 10, 13
17, 8, 13
16, 9, 13
18, 8, 13
13, 10, 13
20, 5, 15
20, 6, 14
19, 5, 15
19, 6, 14
19, 7, 13
15, 9, 12
14, 10, 12
16, 9, 12
12, 11, 13
14, 6, 15
14, 7, 14
14, 8, 13
18, 5, 15
18, 6, 14
18, 7, 13
18, 8, 12
23, 5, 14
13, 9, 13
14, 9, 12
17, 6, 14
17, 7, 13
17, 8, 12
22, 5, 14
21, 6, 13
13, 10, 12
14, 10, 11
16, 7, 13
16, 8, 12
16, 9, 11
15, 7, 13
15, 8, 12
15, 9, 11
20, 7, 12
19, 7, 12
18, 8, 11
20, 5, 27
23, 4, 27
11, 12, 26
14, 10, 26
13, 11, 26
10, 13, 26
16, 9, 26
15, 10, 26
18, 8, 26
17, 9, 26
10, 12, 26
11, 11, 26
21, 6, 26
20, 7, 26
19, 8, 26
12, 9, 26
23, 5, 26
22, 6, 26
13, 7, 26
15, 6, 26
24, 5, 26
18, 5, 26
23, 4, 26
22, 4, 26
21, 4, 26
20, 4, 26
11, 12, 25
10, 13, 25
12, 8, 26
13, 8, 27
23, 5, 27
14, 10, 25
13, 11, 25
12, 12, 25
24, 5, 27
16, 9, 25
15, 10, 25
9, 13, 25
10, 12, 25
18, 8, 25
17, 9, 25
22, 6, 27
11, 10, 26
12, 10, 27
20, 7, 25
19, 8, 25
20, 7, 27
10, 11, 25
11, 10, 25
23, 5, 25
22, 6, 25
11, 9, 25
12, 8, 25
18, 8, 27
19, 8, 27
12, 7, 25
16, 9, 27
17, 9, 27
14, 10, 27
15, 10, 27
13, 6, 25
24, 5, 25
12, 12, 26
12, 11, 27
13, 11, 27
16, 5, 25
15, 5, 25
23, 4, 25
22, 4, 25
21, 4, 25
20, 4, 25
19, 4, 25
18, 4, 25
11, 12, 27
11, 12, 24
10, 13, 24
10, 13, 27
14, 10, 24
13, 11, 24
12, 12, 24
16, 9, 24
15, 10, 24
8, 14, 24
9, 13, 24
10, 12, 24
18, 8, 24
17, 9, 24
10, 11, 24
11, 10, 24
21, 7, 25
21, 6, 24
20, 7, 24
19, 8, 24
23, 5, 24
22, 6, 24
11, 9, 24
12, 8, 24
12, 7, 24
13, 6, 24
24, 5, 24
13, 5, 24
23, 4, 24
22, 4, 24
21, 4, 24
20, 4, 24
19, 4, 24
18, 4, 24
17, 4, 24
16, 4, 24
15, 4, 24
14, 4, 24
19, 4, 26
19, 5, 27
19, 6, 28
11, 12, 23
10, 13, 23
13, 11, 23
12, 12, 23
17, 4, 25
17, 5, 26
17, 6, 27
17, 7, 28
8, 14, 23
9, 13, 23
16, 9, 23
15, 10, 23
14, 11, 23
18, 8, 23
17, 9, 23
9, 12, 23
10, 11, 23
20, 7, 23
19, 8, 23
14, 5, 25
14, 6, 26
14, 7, 27
14, 8, 28
22, 6, 23
21, 7, 23
10, 10, 23
11, 9, 23
24, 5, 23
11, 8, 23
12, 7, 23
12, 6, 23
13, 5, 23
23, 5, 28
24, 5, 28
12, 9, 27
13, 9, 28
21, 7, 27
21, 6, 28
24, 4, 23
23, 4, 23
22, 4, 23
21, 4, 23
20, 4, 23
19, 4, 23
18, 4, 23
22, 6, 28
12, 10, 28
15, 4, 23
14, 4, 23
13, 4, 23
17, 3, 23
16, 3, 23
20, 7, 28
11, 11, 27
12, 11, 28
18, 8, 28
9, 13, 22
19, 8, 28
11, 12, 22
10, 13, 22
10, 12, 27
16, 9, 28
13, 11, 22
12, 12, 22
17, 9, 28
8, 14, 22
14, 10, 28
16, 9, 22
15, 10, 22
14, 11, 22
8, 13, 22
9, 12, 22
18, 8, 22
17, 9, 22
15, 10, 28
20, 7, 22
19, 8, 22
13, 11, 28
9, 11, 22
10, 10, 22
11, 12, 28
23, 6, 23
23, 5, 22
22, 6, 22
21, 7, 22
10, 9, 22
11, 8, 22
24, 5, 22
11, 7, 22
12, 6, 22
12, 5, 22
13, 4, 22
24, 4, 22
23, 4, 22
22, 4, 22
21, 4, 22
20, 4, 22
19, 4, 22
18, 4, 22
17, 3, 22
16, 3, 22
15, 3, 22
14, 3, 22
13, 3, 22
9, 13, 21
8, 14, 21
11, 12, 21
10, 13, 21
22, 4, 27
22, 5, 28
13, 11, 21
12, 12, 21
7, 14, 21
8, 13, 21
16, 9, 21
15, 10, 21
14, 11, 21
18, 8, 21
17, 9, 21
20, 7, 21
19, 8, 21
8, 12, 21
9, 11, 21
10, 10, 21
22, 6, 21
21, 7, 21
10, 9, 21
11, 8, 21
24, 5, 21
23, 6, 21
16, 5, 26
16, 6, 27
16, 7, 28
16, 8, 29
11, 7, 21
12, 6, 21
12, 5, 21
13, 4, 21
24, 4, 21
23, 4, 21
22, 4, 21
21, 4, 21
20, 4, 21
19, 4, 21
18, 4, 21
17, 3, 21
16, 3, 21
15, 3, 21
14, 3, 21
13, 3, 21
9, 13, 20
8, 14, 20
24, 5, 29
11, 12, 20
10, 13, 20
7, 15, 20
13, 11, 20
12, 12, 20
22, 6, 29
7, 14, 20
8, 13, 20
16, 9, 20
15, 10, 20
14, 11, 20
20, 7, 29
18, 8, 20
17, 9, 20
8, 12, 20
9, 11, 20
20, 7, 20
19, 8, 20
18, 8, 29
22, 6, 20
21, 7, 20
9, 10, 20
10, 9, 20
16, 9, 29
24, 5, 20
23, 6, 20
10, 8, 20
11, 7, 20
17, 9, 29
10, 13, 28
14, 10, 29
11, 6, 20
12, 5, 20
15, 10, 29
12, 12, 28
12, 11, 29
13, 11, 29
12, 4, 20
25, 4, 20
24, 4, 20
23, 4, 20
22, 4, 20
21, 4, 20
20, 4, 20
19, 4, 20
18, 3, 20
17, 3, 20
16, 3, 20
15, 3, 20
14, 3, 20
13, 3, 20
9, 13, 19
8, 14, 19
7, 15, 19
11, 12, 19
10, 13, 19
13, 11, 19
12, 12, 19
6, 15, 19
7, 14, 19
15, 10, 19
14, 11, 19
7, 13, 19
8, 12, 19
18, 8, 19
17, 9, 19
16, 10, 19
20, 7, 19
19, 8, 19
9, 10, 19
22, 6, 19
21, 7, 19
24, 5, 19
23, 6, 19
10, 8, 19
11, 7, 19
12, 5, 19
21, 4, 27
21, 5, 28
21, 6, 29
18, 5, 27
18, 6, 28
18, 7, 29
25, 4, 19
24, 4, 19
23, 4, 19
22, 4, 19
21, 4, 19
20, 4, 19
19, 4, 19
18, 3, 19
17, 3, 19
16, 3, 19
15, 3, 19
14, 3, 19
13, 3, 19
15, 6, 27
15, 7, 28
15, 8, 29
15, 9, 30
8, 14, 18
7, 15, 18
13, 7, 27
13, 8, 28
13, 9, 29
11, 12, 18
10, 13, 18
13, 11, 18
12, 12, 18
7, 14, 18
15, 10, 18
14, 11, 18
12, 10, 29
13, 10, 30
18, 8, 18
17, 9, 18
16, 10, 18
8, 11, 19
9, 11, 18
20, 7, 18
19, 8, 18
19, 8, 29
22, 6, 18
21, 7, 18
18, 8, 30
9, 9, 19
10, 9, 18
24, 5, 18
23, 6, 18
11, 12, 29
16, 9, 30
17, 9, 30
25, 5, 18
11, 6, 19
12, 6, 18
14, 10, 30
15, 10, 30
12, 4, 19
13, 4, 18
12, 11, 30
13, 11, 30
25, 4, 18
24, 4, 18
23, 4, 18
22, 4, 18
21, 4, 18
20, 4, 18
19, 4, 18
18, 3, 18
17, 3, 18
16, 3, 18
9, 14, 18
9, 13, 17
8, 14, 17
11, 12, 17
10, 13, 17
6, 15, 18
7, 15, 17
13, 11, 17
12, 12, 17
15, 10, 17
14, 11, 17
8, 12, 18
9, 12, 17
18, 8, 17
17, 9, 17
16, 10, 17
20, 7, 17
19, 8, 17
9, 10, 18
10, 10, 17
22, 6, 17
21, 7, 17
23, 4, 28
23, 5, 29
24, 5, 17
23, 6, 17
11, 7, 18
12, 7, 17
25, 5, 17
20, 5, 28
20, 6, 29
20, 7, 30
12, 5, 18
13, 5, 17
17, 7, 29
17, 8, 30
26, 4, 17
25, 4, 17
24, 4, 17
23, 4, 17
22, 4, 17
21, 4, 17
20, 4, 17
19, 4, 17
15, 3, 18
15, 4, 17
11, 12, 16
10, 13, 16
9, 14, 16
13, 11, 16
12, 12, 16
15, 10, 16
14, 11, 16
7, 13, 18
8, 13, 17
9, 13, 16
18, 8, 16
17, 9, 16
16, 10, 16
9, 11, 17
10, 11, 16
20, 7, 16
19, 8, 16
17, 9, 31
22, 6, 16
21, 7, 16
15, 10, 31
24, 5, 16
23, 6, 16
10, 8, 18
11, 8, 17
12, 8, 16
25, 5, 16
13, 11, 31
12, 6, 17
13, 6, 16
14, 3, 18
14, 4, 17
14, 5, 16
26, 4, 16
25, 4, 16
24, 4, 16
23, 4, 16
22, 4, 16
21, 4, 16
20, 4, 16
19, 4, 16
18, 3, 17
18, 4, 16
11, 12, 15
10, 13, 15
13, 11, 15
12, 12, 15
7, 14, 17
7, 15, 16
8, 14, 16
15, 10, 15
14, 11, 15
17, 9, 15
16, 10, 15
9, 12, 16
10, 12, 15
20, 7, 15
19, 8, 15
22, 6, 15
21, 7, 15
19, 6, 29
19, 7, 30
10, 9, 17
11, 9, 16
12, 9, 15
24, 5, 15
23, 6, 15
12, 7, 16
13, 7, 15
25, 5, 15
14, 8, 29
14, 9, 30
14, 10, 31
13, 3, 18
13, 4, 17
13, 5, 16
19, 8, 31
17, 3, 17
17, 4, 16
17, 5, 15
26, 4, 15
25, 4, 15
24, 4, 15
23, 4, 15
22, 4, 15
12, 11, 31
9, 14, 15
11, 12, 14
13, 11, 14
12, 12, 14
15, 10, 14
14, 11, 14
9, 13, 15
10, 13, 14
18, 9, 15
18, 8, 14
17, 9, 14
16, 10, 14
20, 7, 14
19, 8, 14
10, 10, 16
10, 11, 15
11, 10, 15
11, 11, 14
12, 10, 14
22, 6, 14
21, 7, 14
24, 5, 14
23, 6, 14
12, 8, 15
12, 9, 14
13, 8, 14
25, 5, 14
13, 6, 15
16, 3, 17
16, 4, 16
16, 5, 15
16, 6, 14
15, 4, 16
15, 5, 15
15, 6, 14
21, 4, 15
21, 5, 14
26, 4, 14
24, 5, 30
13, 11, 13
12, 12, 13
15, 10, 13
14, 11, 13
22, 6, 30
17, 9, 13
16, 10, 13
10, 12, 14
11, 12, 13
20, 7, 13
19, 8, 13
18, 9, 13
12, 10, 13
22, 6, 13
21, 7, 13
23, 6, 13
16, 8, 30
16, 9, 31
13, 7, 14
13, 10, 31
13, 11, 32
20, 4, 15
20, 5, 14
20, 6, 13
19, 4, 15
19, 5, 14
19, 6, 13
25, 4, 14
25, 5, 13
24, 4, 14
24, 5, 13
13, 11, 12
12, 12, 12
15, 10, 12
14, 11, 12
10, 13, 13
17, 9, 12
16, 10, 12
19, 8, 12
18, 9, 12
11, 11, 13
12, 11, 12
21, 7, 12
13, 8, 13
14, 5, 15
14, 6, 14
14, 7, 13
14, 8, 12
18, 4, 15
18, 5, 14
18, 6, 13
18, 7, 12
23, 4, 14
23, 5, 13
23, 6, 12
11, 13, 12
13, 11, 11
15, 10, 11
14, 11, 11
18, 8, 31
17, 9, 11
16, 10, 11
11, 12, 12
12, 12, 11
20, 8, 12
19, 8, 11
18, 9, 11
15, 9, 31
15, 10, 32
12, 9, 13
13, 9, 12
14, 9, 11
17, 5, 14
17, 6, 13
17, 7, 12
17, 8, 11
22, 4, 14
22, 5, 13
22, 6, 12
21, 5, 13
21, 6, 12
21, 7, 11
26, 4, 13
15, 10, 10
14, 11, 10
17, 9, 10
16, 10, 10
18, 9, 10
12, 10, 12
13, 10, 11
14, 10, 10
16, 6, 13
16, 7, 12
16, 8, 11
16, 9, 10
15, 6, 13
15, 7, 12
15, 8, 11
15, 9, 10
20, 6, 12
20, 7, 11
20, 8, 10
17, 9, 32
25, 5, 12
15, 10, 9
16, 10, 9
12, 11, 11
13, 11, 10
14, 11, 9
14, 8, 11
14, 9, 10
19, 6, 12
19, 7, 11
19, 8, 10
24, 5, 12
12, 12, 10
14, 10, 9
18, 7, 11
18, 8, 10
18, 9, 9
23, 6, 11
14, 11, 8
17, 8, 10
17, 9, 9
21, 7, 10
16, 9, 9
16, 10, 8
15, 9, 9
15, 10, 8
20, 8, 9
20, 4, 27
9, 14, 26
24, 4, 27
23, 3, 27
25, 4, 27
11, 13, 26
10, 14, 26
26, 4, 27
8, 15, 26
14, 11, 26
13, 12, 26
8, 14, 26
9, 13, 26
16, 10, 26
15, 11, 26
18, 9, 26
17, 10, 26
9, 12, 26
10, 11, 26
21, 7, 26
20, 8, 26
19, 9, 26
11, 9, 26
23, 6, 26
22, 7, 26
25, 5, 26
24, 6, 26
12, 7, 26
26, 5, 26
13, 6, 26
15, 5, 26
28, 4, 26
27, 4, 26
26, 4, 26
25, 4, 26
24, 4, 26
12, 6, 26
27, 4, 27
18, 4, 26
23, 3, 26
22, 3, 26
21, 3, 26
20, 3, 26
28, 4, 27
9, 14, 25
8, 15, 25
25, 5, 27
11, 13, 25
10, 14, 25
26, 5, 27
11, 8, 26
12, 8, 27
23, 6, 27
7, 15, 25
8, 14, 25
14, 11, 25
13, 12, 25
12, 13, 25
24, 6, 27
16, 10, 25
15, 11, 25
8, 13, 25
9, 12, 25
18, 9, 25
17, 10, 25
22, 7, 27
10, 10, 26
11, 10, 27
20, 8, 25
19, 9, 25
20, 8, 27
9, 11, 25
10, 10, 25
23, 6, 25
22, 7, 25
10, 9, 25
11, 8, 25
25, 5, 25
24, 6, 25
18, 9, 27
19, 9, 27
26, 5, 25
11, 7, 25
12, 6, 25
16, 10, 27
17, 10, 27
9, 13, 27
14, 11, 27
15, 11, 27
13, 5, 25
12, 5, 25
28, 4, 25
27, 4, 25
26, 4, 25
25, 4, 25
24, 4, 25
12, 13, 26
12, 12, 27
13, 12, 27
16, 4, 25
15, 4, 25
14, 4, 25
23, 3, 25
22, 3, 25
21, 3, 25
20, 3, 25
19, 3, 25
18, 3, 25
17, 3, 25
11, 13, 27
9, 14, 24
8, 15, 24
9, 14, 27
11, 13, 24
10, 14, 24
10, 14, 27
6, 16, 24
7, 15, 24
14, 11, 24
13, 12, 24
12, 13, 24
16, 10, 24
15, 11, 24
7, 14, 24
8, 13, 24
9, 12, 24
18, 9, 24
17, 10, 24
8, 15, 27
9, 11, 24
10, 10, 24
21, 8, 25
21, 7, 24
20, 8, 24
19, 9, 24
23, 6, 24
22, 7, 24
10, 9, 24
11, 8, 24
25, 5, 24
24, 6, 24
26, 5, 24
11, 7, 24
12, 6, 24
12, 5, 24
24, 4, 28
25, 4, 28
26, 4, 28
28, 4, 24
27, 4, 24
26, 4, 24
25, 4, 24
24, 4, 24
13, 4, 24
23, 3, 24
22, 3, 24
21, 3, 24
20, 3, 24
19, 3, 24
18, 3, 24
17, 3, 24
16, 3, 24
15, 3, 24
14, 3, 24
9, 14, 23
8, 15, 23
19, 3, 26
19, 4, 27
19, 5, 28
11, 13, 23
10, 14, 23
6, 16, 23
7, 15, 23
13, 12, 23
12, 13, 23
16, 4, 26
17, 4, 26
17, 5, 27
17, 6, 28
7, 14, 23
8, 13, 23
16, 10, 23
15, 11, 23
14, 12, 23
18, 9, 23
17, 10, 23
8, 12, 23
9, 11, 23
20, 8, 23
19, 9, 23
14, 5, 26
14, 6, 27
14, 7, 28
22, 7, 23
21, 8, 23
9, 10, 23
10, 9, 23
27, 4, 28
25, 5, 23
24, 6, 23
10, 8, 23
11, 7, 23
26, 5, 23
28, 4, 28
12, 7, 27
25, 5, 28
11, 6, 23
12, 5, 23
26, 5, 28
12, 8, 28
23, 6, 28
28, 4, 23
27, 4, 23
26, 4, 23
25, 4, 23
24, 6, 28
11, 9, 27
12, 9, 28
21, 8, 27
21, 7, 28
12, 4, 23
24, 3, 23
23, 3, 23
22, 3, 23
21, 3, 23
20, 3, 23
19, 3, 23
18, 3, 23
22, 7, 28
11, 10, 28
15, 3, 23
14, 3, 23
13, 3, 23
17, 2, 23
16, 2, 23
20, 8, 28
10, 11, 27
11, 11, 28
7, 15, 22
18, 9, 28
9, 14, 22
8, 15, 22
19, 9, 28
5, 17, 22
6, 16, 22
11, 13, 22
10, 14, 22
9, 12, 27
10, 12, 28
16, 10, 28
13, 12, 22
12, 13, 22
17, 10, 28
6, 15, 22
7, 14, 22
14, 11, 28
16, 10, 22
15, 11, 22
14, 12, 22
7, 13, 22
8, 12, 22
18, 9, 22
17, 10, 22
15, 11, 28
8, 14, 27
20, 8, 22
19, 9, 22
13, 12, 28
8, 11, 22
9, 10, 22
11, 13, 28
23, 7, 23
23, 6, 22
22, 7, 22
21, 8, 22
9, 9, 22
10, 8, 22
25, 5, 22
24, 6, 22
26, 5, 22
9, 14, 28
10, 7, 22
11, 6, 22
10, 14, 28
8, 15, 28
11, 5, 22
12, 4, 22
28, 4, 22
27, 4, 22
26, 4, 22
25, 4, 22
24, 4, 29
24, 3, 22
23, 3, 22
22, 3, 22
21, 3, 22
20, 3, 22
19, 3, 22
18, 3, 22
25, 4, 29
26, 4, 29
12, 3, 22
17, 2, 22
16, 2, 22
15, 2, 22
14, 2, 22
13, 2, 22
7, 15, 21
6, 16, 21
5, 17, 21
9, 14, 21
8, 15, 21
21, 3, 27
11, 13, 21
10, 14, 21
22, 3, 27
22, 4, 28
22, 5, 29
5, 16, 21
6, 15, 21
13, 12, 21
12, 13, 21
6, 14, 21
7, 13, 21
16, 10, 21
15, 11, 21
14, 12, 21
18, 9, 21
17, 10, 21
18, 4, 27
20, 8, 21
19, 9, 21
7, 12, 21
8, 11, 21
9, 10, 21
22, 7, 21
21, 8, 21
15, 5, 27
9, 9, 21
10, 8, 21
25, 5, 21
24, 6, 21
23, 7, 21
16, 5, 27
16, 6, 28
16, 7, 29
26, 5, 21
10, 7, 21
11, 6, 21
13, 6, 27
11, 5, 21
12, 4, 21
27, 4, 29
28, 4, 21
27, 4, 21
26, 4, 21
25, 4, 21
12, 3, 21
24, 3, 21
23, 3, 21
22, 3, 21
21, 3, 21
20, 3, 21
19, 3, 21
18, 3, 21
28, 4, 29
17, 2, 21
16, 2, 21
15, 2, 21
14, 2, 21
13, 2, 21
25, 5, 29
26, 5, 29
6, 16, 20
23, 6, 29
5, 17, 20
9, 14, 20
8, 15, 20
7, 16, 20
24, 6, 29
11, 13, 20
10, 14, 20
12, 9, 29
5, 16, 20
6, 15, 20
13, 12, 20
12, 13, 20
21, 7, 29
22, 7, 29
6, 14, 20
7, 13, 20
16, 10, 20
15, 11, 20
14, 12, 20
20, 8, 29
18, 9, 20
17, 10, 20
